HYD,IRR,ENV,RCP,MODEL
14.60,384.08,2434.30,45.00,3.00
14.59,385.60,2434.70,45.00,3.00
14.57,387.30,2435.13,45.00,3.00
14.56,389.18,2435.61,45.00,3.00
14.55,391.23,2436.13,45.00,3.00
14.53,393.43,2436.69,45.00,3.00
14.51,395.60,2437.25,45.00,3.00
14.50,397.72,2437.79,45.00,3.00
14.48,399.77,2438.32,45.00,3.00
14.47,401.76,2438.83,45.00,3.00
14.46,403.69,2439.33,45.00,3.00
14.44,405.48,2439.78,45.00,3.00
14.43,407.14,2440.19,45.00,3.00
14.42,408.65,2440.56,45.00,3.00
14.41,410.03,2440.88,45.00,3.00
14.40,411.27,2441.15,45.00,3.00
14.39,412.37,2441.38,45.00,3.00
14.39,413.32,2441.56,45.00,3.00
16.75,117.70,2340.03,45.00,3.00
16.70,124.62,2341.82,45.00,3.00
16.66,131.00,2343.67,45.00,3.00
16.62,136.84,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.94,2349.55,45.00,3.00
16.49,151.24,2351.60,45.00,3.00
16.45,155.25,2353.74,45.00,3.00
16.40,160.21,2356.18,45.00,3.00
16.34,166.31,2358.94,45.00,3.00
16.27,173.57,2362.06,45.00,3.00
16.19,181.97,2365.55,45.00,3.00
16.11,191.35,2369.33,45.00,3.00
16.03,200.70,2373.12,45.00,3.00
15.94,209.85,2376.85,45.00,3.00
15.86,218.80,2380.52,45.00,3.00
15.78,227.56,2384.13,45.00,3.00
15.70,236.16,2387.69,45.00,3.00
15.62,244.84,2391.42,45.00,3.00
15.54,253.65,2395.42,45.00,3.00
15.45,262.59,2399.61,45.00,3.00
15.37,271.67,2403.88,45.00,3.00
15.28,280.92,2408.22,45.00,3.00
15.19,290.55,2412.51,45.00,3.00
15.10,300.55,2416.73,45.00,3.00
15.01,310.93,2420.93,45.00,3.00
14.92,321.65,2425.09,45.00,3.00
14.83,332.49,2428.98,45.00,3.00
14.75,341.99,2432.25,45.00,3.00
14.69,349.92,2434.85,45.00,3.00
14.64,356.27,2436.80,45.00,3.00
14.61,361.03,2438.12,45.00,3.00
14.58,364.38,2438.89,45.00,3.00
14.57,367.23,2439.52,45.00,3.00
14.55,369.73,2440.11,45.00,3.00
14.53,371.89,2440.65,45.00,3.00
14.52,373.69,2441.14,45.00,3.00
14.51,375.19,2441.58,45.00,3.00
14.50,376.65,2442.01,45.00,3.00
14.49,378.12,2442.44,45.00,3.00
14.48,379.59,2442.86,45.00,3.00
14.47,381.07,2443.28,45.00,3.00
14.46,382.31,2443.61,45.00,3.00
14.47,381.91,2443.36,45.00,3.00
14.49,379.62,2442.45,45.00,3.00
14.53,375.45,2440.85,45.00,3.00
14.58,369.40,2438.55,45.00,3.00
14.65,361.78,2435.72,45.00,3.00
14.71,354.42,2432.97,45.00,3.00
14.77,347.63,2430.42,45.00,3.00
14.82,341.41,2428.09,45.00,3.00
14.87,335.75,2425.94,45.00,3.00
14.92,330.59,2423.94,45.00,3.00
14.96,325.54,2421.95,45.00,3.00
15.00,320.55,2419.97,45.00,3.00
15.04,315.60,2418.00,45.00,3.00
15.09,310.71,2416.07,45.00,3.00
15.13,305.92,2414.19,45.00,3.00
15.16,301.58,2412.46,45.00,3.00
15.20,297.75,2410.93,45.00,3.00
15.22,294.43,2409.58,45.00,3.00
15.25,291.60,2408.43,45.00,3.00
15.27,289.25,2407.46,45.00,3.00
15.29,287.13,2406.58,45.00,3.00
15.30,285.22,2405.79,45.00,3.00
15.32,283.51,2405.08,45.00,3.00
15.33,282.00,2404.45,45.00,3.00
15.34,280.68,2403.89,45.00,3.00
15.35,279.46,2403.39,45.00,3.00
15.36,278.33,2402.93,45.00,3.00
15.37,277.29,2402.52,45.00,3.00
15.38,276.34,2402.15,45.00,3.00
15.39,275.48,2401.83,45.00,3.00
15.39,274.76,2401.57,45.00,3.00
15.40,274.19,2401.38,45.00,3.00
15.40,273.76,2401.26,45.00,3.00
15.40,273.47,2401.20,45.00,3.00
15.40,273.31,2401.20,45.00,3.00
15.40,273.12,2401.16,45.00,3.00
15.40,272.88,2401.10,45.00,3.00
15.41,272.59,2401.00,45.00,3.00
15.41,272.25,2400.87,45.00,3.00
15.41,271.85,2400.70,45.00,3.00
15.42,271.39,2400.51,45.00,3.00
15.42,270.85,2400.30,45.00,3.00
15.43,270.24,2400.06,45.00,3.00
15.43,269.55,2399.79,45.00,3.00
15.44,268.78,2399.50,45.00,3.00
15.45,267.90,2399.16,45.00,3.00
15.45,266.88,2398.77,45.00,3.00
15.46,265.73,2398.32,45.00,3.00
15.47,264.45,2397.82,45.00,3.00
15.49,263.04,2397.26,45.00,3.00
15.50,261.51,2396.65,45.00,3.00
15.51,259.84,2395.98,45.00,3.00
16.75,117.64,2340.02,45.00,3.00
16.70,124.54,2341.80,45.00,3.00
16.66,130.92,2343.66,45.00,3.00
16.62,136.79,2345.57,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,147.03,2349.57,45.00,3.00
16.49,151.43,2351.65,45.00,3.00
16.45,155.59,2353.82,45.00,3.00
16.39,160.72,2356.30,45.00,3.00
16.33,167.05,2359.12,45.00,3.00
16.26,174.56,2362.30,45.00,3.00
16.18,183.26,2365.86,45.00,3.00
16.10,192.98,2369.73,45.00,3.00
16.01,202.65,2373.59,45.00,3.00
15.93,212.09,2377.38,45.00,3.00
15.85,221.30,2381.09,45.00,3.00
15.77,230.28,2384.74,45.00,3.00
15.68,239.09,2388.33,45.00,3.00
15.60,248.01,2392.12,45.00,3.00
15.52,257.09,2396.19,45.00,3.00
15.43,266.34,2400.41,45.00,3.00
15.34,275.77,2404.73,45.00,3.00
15.25,285.42,2409.12,45.00,3.00
15.16,295.48,2413.47,45.00,3.00
15.07,305.96,2417.76,45.00,3.00
14.97,316.86,2422.06,45.00,3.00
14.88,328.16,2426.27,45.00,3.00
14.79,339.63,2430.23,45.00,3.00
14.71,349.86,2433.63,45.00,3.00
14.64,358.63,2436.41,45.00,3.00
14.58,365.91,2438.59,45.00,3.00
14.54,371.73,2440.20,45.00,3.00
14.51,376.22,2441.27,45.00,3.00
14.48,380.32,2442.25,45.00,3.00
14.45,384.18,2443.20,45.00,3.00
14.43,387.78,2444.14,45.00,3.00
14.40,391.13,2445.06,45.00,3.00
14.38,394.27,2445.96,45.00,3.00
14.36,397.42,2446.86,45.00,3.00
14.33,400.64,2447.77,45.00,3.00
14.31,403.92,2448.68,45.00,3.00
14.28,407.25,2449.59,45.00,3.00
14.26,410.43,2450.44,45.00,3.00
14.25,412.10,2450.78,45.00,3.00
14.25,412.04,2450.55,45.00,3.00
14.27,410.26,2449.73,45.00,3.00
14.31,406.75,2448.33,45.00,3.00
14.35,401.81,2446.42,45.00,3.00
14.40,397.18,2444.59,45.00,3.00
14.43,393.13,2442.96,45.00,3.00
14.47,389.67,2441.54,45.00,3.00
14.50,386.80,2440.32,45.00,3.00
14.52,384.44,2439.29,45.00,3.00
14.54,382.17,2438.29,45.00,3.00
14.56,379.90,2437.30,45.00,3.00
14.59,377.65,2436.31,45.00,3.00
14.61,375.41,2435.33,45.00,3.00
14.63,373.23,2434.36,45.00,3.00
14.65,371.43,2433.52,45.00,3.00
14.67,370.06,2432.82,45.00,3.00
14.68,369.13,2432.27,45.00,3.00
14.68,368.62,2431.87,45.00,3.00
14.69,368.51,2431.60,45.00,3.00
14.69,368.60,2431.41,45.00,3.00
14.69,368.85,2431.28,45.00,3.00
14.69,369.27,2431.20,45.00,3.00
14.69,369.84,2431.20,45.00,3.00
14.69,370.58,2431.25,45.00,3.00
14.68,371.48,2431.36,45.00,3.00
14.68,372.53,2431.54,45.00,3.00
14.67,373.73,2431.78,45.00,3.00
14.66,375.09,2432.08,45.00,3.00
14.65,376.58,2432.43,45.00,3.00
14.64,378.06,2432.79,45.00,3.00
14.63,379.53,2433.15,45.00,3.00
14.62,380.98,2433.51,45.00,3.00
14.61,382.41,2433.88,45.00,3.00
14.60,383.84,2434.24,45.00,3.00
14.59,385.41,2434.65,45.00,3.00
14.58,387.14,2435.10,45.00,3.00
14.56,389.05,2435.58,45.00,3.00
14.55,391.11,2436.11,45.00,3.00
14.53,393.32,2436.67,45.00,3.00
14.52,395.49,2437.23,45.00,3.00
14.50,397.61,2437.77,45.00,3.00
14.48,399.67,2438.30,45.00,3.00
14.47,401.67,2438.81,45.00,3.00
14.46,403.59,2439.31,45.00,3.00
14.44,405.39,2439.77,45.00,3.00
14.43,407.04,2440.18,45.00,3.00
14.42,408.55,2440.54,45.00,3.00
14.41,409.92,2440.85,45.00,3.00
14.40,411.14,2441.12,45.00,3.00
14.40,412.23,2441.34,45.00,3.00
14.39,413.17,2441.52,45.00,3.00
16.75,117.70,2340.03,45.00,3.00
16.70,124.62,2341.83,45.00,3.00
16.66,131.00,2343.67,45.00,3.00
16.62,136.84,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.94,2349.55,45.00,3.00
16.49,151.24,2351.61,45.00,3.00
16.45,155.25,2353.74,45.00,3.00
16.40,160.21,2356.18,45.00,3.00
16.34,166.31,2358.94,45.00,3.00
16.27,173.56,2362.06,45.00,3.00
16.19,181.96,2365.54,45.00,3.00
16.11,191.34,2369.33,45.00,3.00
16.03,200.68,2373.11,45.00,3.00
15.94,209.82,2376.84,45.00,3.00
15.86,218.76,2380.51,45.00,3.00
15.78,227.51,2384.11,45.00,3.00
15.70,236.09,2387.66,45.00,3.00
15.62,244.75,2391.38,45.00,3.00
15.54,253.53,2395.37,45.00,3.00
15.46,262.45,2399.55,45.00,3.00
15.37,271.50,2403.81,45.00,3.00
15.28,280.73,2408.14,45.00,3.00
15.19,290.33,2412.42,45.00,3.00
15.10,300.32,2416.63,45.00,3.00
15.01,310.67,2420.82,45.00,3.00
14.92,321.37,2424.98,45.00,3.00
14.83,332.19,2428.86,45.00,3.00
14.76,341.67,2432.12,45.00,3.00
14.69,349.57,2434.72,45.00,3.00
14.64,355.87,2436.66,45.00,3.00
14.61,360.60,2437.95,45.00,3.00
14.59,363.89,2438.70,45.00,3.00
14.57,366.70,2439.33,45.00,3.00
14.55,369.17,2439.90,45.00,3.00
14.54,371.30,2440.43,45.00,3.00
14.53,373.09,2440.91,45.00,3.00
14.52,374.58,2441.35,45.00,3.00
14.51,376.00,2441.78,45.00,3.00
14.49,377.41,2442.19,45.00,3.00
14.48,378.80,2442.58,45.00,3.00
14.48,380.17,2442.97,45.00,3.00
14.47,381.29,2443.25,45.00,3.00
14.48,380.77,2442.97,45.00,3.00
14.50,378.40,2442.02,45.00,3.00
14.54,374.16,2440.40,45.00,3.00
14.59,368.07,2438.09,45.00,3.00
14.66,360.43,2435.25,45.00,3.00
14.72,353.06,2432.50,45.00,3.00
14.78,346.27,2429.95,45.00,3.00
14.84,340.06,2427.62,45.00,3.00
14.88,334.41,2425.47,45.00,3.00
14.93,329.27,2423.47,45.00,3.00
14.97,324.25,2421.49,45.00,3.00
15.01,319.28,2419.51,45.00,3.00
15.05,314.37,2417.57,45.00,3.00
15.09,309.52,2415.66,45.00,3.00
15.13,304.77,2413.79,45.00,3.00
15.17,300.48,2412.08,45.00,3.00
15.20,296.70,2410.57,45.00,3.00
15.23,293.42,2409.24,45.00,3.00
15.26,290.66,2408.11,45.00,3.00
15.28,288.36,2407.16,45.00,3.00
15.29,286.29,2406.30,45.00,3.00
15.31,284.43,2405.52,45.00,3.00
15.32,282.76,2404.82,45.00,3.00
15.34,281.29,2404.21,45.00,3.00
15.35,280.00,2403.66,45.00,3.00
15.36,278.82,2403.17,45.00,3.00
15.37,277.73,2402.73,45.00,3.00
15.38,276.73,2402.33,45.00,3.00
15.38,275.83,2401.98,45.00,3.00
15.39,275.03,2401.68,45.00,3.00
15.40,274.37,2401.45,45.00,3.00
15.40,273.85,2401.28,45.00,3.00
15.40,273.47,2401.17,45.00,3.00
15.40,273.24,2401.14,45.00,3.00
15.40,273.13,2401.15,45.00,3.00
15.40,272.98,2401.14,45.00,3.00
15.41,272.77,2401.08,45.00,3.00
15.41,272.50,2401.00,45.00,3.00
15.41,272.17,2400.86,45.00,3.00
15.41,271.78,2400.70,45.00,3.00
15.42,271.31,2400.50,45.00,3.00
15.42,270.77,2400.28,45.00,3.00
15.43,270.14,2400.04,45.00,3.00
15.43,269.44,2399.77,45.00,3.00
15.44,268.66,2399.47,45.00,3.00
15.45,267.75,2399.12,45.00,3.00
15.46,266.71,2398.71,45.00,3.00
15.47,265.54,2398.26,45.00,3.00
15.48,264.24,2397.74,45.00,3.00
15.49,262.81,2397.17,45.00,3.00
15.50,261.25,2396.55,45.00,3.00
15.51,259.56,2395.87,45.00,3.00
16.75,117.70,2340.03,45.00,3.00
16.70,124.63,2341.83,45.00,3.00
16.66,131.01,2343.68,45.00,3.00
16.62,136.85,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.93,2349.55,45.00,3.00
16.49,151.22,2351.61,45.00,3.00
16.45,155.21,2353.74,45.00,3.00
16.40,160.14,2356.18,45.00,3.00
16.34,166.20,2358.94,45.00,3.00
16.27,173.38,2362.04,45.00,3.00
16.19,181.71,2365.50,45.00,3.00
16.11,190.99,2369.27,45.00,3.00
16.03,200.24,2373.03,45.00,3.00
15.95,209.28,2376.74,45.00,3.00
15.87,218.11,2380.38,45.00,3.00
15.79,226.74,2383.96,45.00,3.00
15.71,235.20,2387.48,45.00,3.00
15.63,243.72,2391.15,45.00,3.00
15.55,252.35,2395.10,45.00,3.00
15.46,261.10,2399.22,45.00,3.00
15.38,269.96,2403.42,45.00,3.00
15.29,278.98,2407.68,45.00,3.00
15.20,288.32,2411.87,45.00,3.00
15.12,297.98,2415.97,45.00,3.00
15.03,307.95,2420.01,45.00,3.00
14.94,318.21,2424.03,45.00,3.00
14.86,328.53,2427.77,45.00,3.00
14.79,337.51,2430.86,45.00,3.00
14.73,344.91,2433.28,45.00,3.00
14.68,350.73,2435.04,45.00,3.00
14.65,354.97,2436.16,45.00,3.00
14.64,357.79,2436.70,45.00,3.00
14.62,360.06,2437.11,45.00,3.00
14.61,361.94,2437.45,45.00,3.00
14.61,363.42,2437.73,45.00,3.00
14.60,364.50,2437.93,45.00,3.00
14.60,365.22,2438.08,45.00,3.00
14.59,365.86,2438.20,45.00,3.00
14.59,366.45,2438.31,45.00,3.00
14.59,367.00,2438.40,45.00,3.00
14.58,367.51,2438.47,45.00,3.00
14.58,367.76,2438.44,45.00,3.00
14.60,366.41,2437.86,45.00,3.00
14.63,363.25,2436.63,45.00,3.00
14.67,358.27,2434.75,45.00,3.00
14.73,351.48,2432.21,45.00,3.00
14.80,343.20,2429.11,45.00,3.00
14.87,335.37,2426.15,45.00,3.00
14.93,328.32,2423.39,45.00,3.00
14.98,322.02,2420.89,45.00,3.00
15.03,316.49,2418.69,45.00,3.00
15.07,311.64,2416.79,45.00,3.00
15.11,306.95,2414.96,45.00,3.00
15.15,302.35,2413.15,45.00,3.00
15.19,297.84,2411.38,45.00,3.00
15.23,293.42,2409.63,45.00,3.00
15.26,289.13,2407.93,45.00,3.00
15.30,285.26,2406.39,45.00,3.00
15.32,281.87,2405.02,45.00,3.00
15.35,278.96,2403.82,45.00,3.00
15.37,276.52,2402.81,45.00,3.00
15.39,274.53,2401.97,45.00,3.00
15.40,272.82,2401.24,45.00,3.00
15.42,271.37,2400.61,45.00,3.00
15.43,270.18,2400.09,45.00,3.00
15.44,269.25,2399.67,45.00,3.00
15.44,268.55,2399.34,45.00,3.00
15.45,267.88,2399.04,45.00,3.00
15.45,267.22,2398.76,45.00,3.00
15.46,266.56,2398.48,45.00,3.00
15.47,265.90,2398.23,45.00,3.00
15.47,265.26,2397.98,45.00,3.00
15.47,264.65,2397.76,45.00,3.00
15.48,264.08,2397.56,45.00,3.00
15.48,263.56,2397.37,45.00,3.00
15.49,263.08,2397.20,45.00,3.00
15.49,262.64,2397.06,45.00,3.00
15.49,262.31,2396.94,45.00,3.00
15.49,262.10,2396.85,45.00,3.00
15.50,261.99,2396.80,45.00,3.00
15.50,261.99,2396.77,45.00,3.00
15.50,262.08,2396.77,45.00,3.00
15.50,262.07,2396.74,45.00,3.00
15.50,261.93,2396.66,45.00,3.00
15.50,261.67,2396.56,45.00,3.00
15.50,261.27,2396.41,45.00,3.00
15.51,260.78,2396.23,45.00,3.00
15.51,260.28,2396.05,45.00,3.00
15.51,259.82,2395.86,45.00,3.00
15.52,259.37,2395.68,45.00,3.00
15.52,258.96,2395.49,45.00,3.00
15.53,258.57,2395.31,45.00,3.00
15.53,258.20,2395.12,45.00,3.00
15.53,257.86,2394.93,45.00,3.00
16.75,117.70,2340.03,45.00,3.00
16.70,124.63,2341.83,45.00,3.00
16.66,131.01,2343.68,45.00,3.00
16.62,136.85,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.93,2349.55,45.00,3.00
16.49,151.22,2351.61,45.00,3.00
16.45,155.22,2353.74,45.00,3.00
16.40,160.14,2356.17,45.00,3.00
16.34,166.20,2358.94,45.00,3.00
16.27,173.38,2362.04,45.00,3.00
16.19,181.70,2365.50,45.00,3.00
16.11,190.99,2369.27,45.00,3.00
16.03,200.23,2373.03,45.00,3.00
15.95,209.26,2376.73,45.00,3.00
15.87,218.08,2380.37,45.00,3.00
15.79,226.70,2383.94,45.00,3.00
15.71,235.15,2387.46,45.00,3.00
15.63,243.66,2391.13,45.00,3.00
15.55,252.28,2395.06,45.00,3.00
15.46,261.01,2399.18,45.00,3.00
15.38,269.86,2403.37,45.00,3.00
15.29,278.86,2407.62,45.00,3.00
15.20,288.18,2411.82,45.00,3.00
15.12,297.83,2415.91,45.00,3.00
15.03,307.78,2419.94,45.00,3.00
14.94,318.03,2423.95,45.00,3.00
14.86,328.34,2427.69,45.00,3.00
14.79,337.30,2430.78,45.00,3.00
14.73,344.68,2433.19,45.00,3.00
14.69,350.47,2434.94,45.00,3.00
14.66,354.68,2436.05,45.00,3.00
14.64,357.46,2436.58,45.00,3.00
14.63,359.69,2436.97,45.00,3.00
14.62,361.53,2437.30,45.00,3.00
14.61,362.97,2437.56,45.00,3.00
14.60,364.01,2437.76,45.00,3.00
14.60,364.70,2437.89,45.00,3.00
14.60,365.30,2438.00,45.00,3.00
14.59,365.86,2438.10,45.00,3.00
14.59,366.39,2438.18,45.00,3.00
14.59,366.88,2438.25,45.00,3.00
14.59,367.10,2438.21,45.00,3.00
14.60,365.71,2437.62,45.00,3.00
14.63,362.47,2436.36,45.00,3.00
14.68,357.39,2434.45,45.00,3.00
14.74,350.47,2431.86,45.00,3.00
14.81,342.05,2428.71,45.00,3.00
14.88,334.10,2425.70,45.00,3.00
14.94,326.95,2422.89,45.00,3.00
15.00,320.60,2420.37,45.00,3.00
15.04,315.04,2418.17,45.00,3.00
15.08,310.19,2416.27,45.00,3.00
15.12,305.52,2414.45,45.00,3.00
15.16,300.94,2412.65,45.00,3.00
15.20,296.45,2410.89,45.00,3.00
15.24,292.05,2409.15,45.00,3.00
15.27,287.80,2407.46,45.00,3.00
15.31,283.98,2405.93,45.00,3.00
15.33,280.63,2404.58,45.00,3.00
15.36,277.77,2403.41,45.00,3.00
15.38,275.39,2402.42,45.00,3.00
15.40,273.45,2401.60,45.00,3.00
15.41,271.80,2400.89,45.00,3.00
15.42,270.41,2400.28,45.00,3.00
15.43,269.27,2399.78,45.00,3.00
15.44,268.38,2399.38,45.00,3.00
15.45,267.72,2399.06,45.00,3.00
15.45,267.09,2398.78,45.00,3.00
15.46,266.47,2398.51,45.00,3.00
15.46,265.85,2398.25,45.00,3.00
15.47,265.24,2398.00,45.00,3.00
15.47,264.63,2397.78,45.00,3.00
15.48,264.08,2397.57,45.00,3.00
15.48,263.58,2397.39,45.00,3.00
15.49,263.13,2397.24,45.00,3.00
15.49,262.75,2397.11,45.00,3.00
15.49,262.42,2397.00,45.00,3.00
15.49,262.17,2396.92,45.00,3.00
15.49,262.01,2396.85,45.00,3.00
15.50,261.94,2396.81,45.00,3.00
15.50,261.95,2396.79,45.00,3.00
15.50,262.03,2396.78,45.00,3.00
15.50,262.02,2396.75,45.00,3.00
15.50,261.91,2396.69,45.00,3.00
15.50,261.68,2396.59,45.00,3.00
15.50,261.36,2396.46,45.00,3.00
15.51,260.92,2396.30,45.00,3.00
15.51,260.38,2396.10,45.00,3.00
15.51,259.75,2395.86,45.00,3.00
15.52,259.01,2395.58,45.00,3.00
15.53,258.17,2395.26,45.00,3.00
15.53,257.23,2394.91,45.00,3.00
15.54,256.19,2394.51,45.00,3.00
15.55,255.05,2394.08,45.00,3.00
16.75,117.70,2340.03,45.00,3.00
16.70,124.63,2341.82,45.00,3.00
16.66,131.01,2343.67,45.00,3.00
16.62,136.85,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.94,2349.55,45.00,3.00
16.49,151.22,2351.61,45.00,3.00
16.45,155.22,2353.74,45.00,3.00
16.40,160.14,2356.17,45.00,3.00
16.34,166.20,2358.94,45.00,3.00
16.27,173.38,2362.04,45.00,3.00
16.19,181.70,2365.50,45.00,3.00
16.11,190.98,2369.26,45.00,3.00
16.03,200.21,2373.02,45.00,3.00
15.95,209.23,2376.73,45.00,3.00
15.87,218.04,2380.36,45.00,3.00
15.79,226.65,2383.92,45.00,3.00
15.71,235.08,2387.44,45.00,3.00
15.63,243.57,2391.10,45.00,3.00
15.55,252.17,2395.02,45.00,3.00
15.47,260.88,2399.13,45.00,3.00
15.38,269.71,2403.31,45.00,3.00
15.29,278.70,2407.56,45.00,3.00
15.21,288.00,2411.74,45.00,3.00
15.12,297.63,2415.83,45.00,3.00
15.03,307.57,2419.85,45.00,3.00
14.95,317.80,2423.86,45.00,3.00
14.86,328.09,2427.60,45.00,3.00
14.79,337.04,2430.67,45.00,3.00
14.73,344.39,2433.08,45.00,3.00
14.69,350.15,2434.82,45.00,3.00
14.66,354.33,2435.91,45.00,3.00
14.64,357.06,2436.44,45.00,3.00
14.63,359.26,2436.82,45.00,3.00
14.62,361.07,2437.13,45.00,3.00
14.61,362.48,2437.38,45.00,3.00
14.61,363.49,2437.57,45.00,3.00
14.60,364.15,2437.69,45.00,3.00
14.60,364.73,2437.80,45.00,3.00
14.60,365.28,2437.89,45.00,3.00
14.60,365.79,2437.97,45.00,3.00
14.59,366.27,2438.04,45.00,3.00
14.60,366.49,2438.00,45.00,3.00
14.61,365.06,2437.39,45.00,3.00
14.64,361.77,2436.12,45.00,3.00
14.69,356.61,2434.18,45.00,3.00
14.75,349.59,2431.56,45.00,3.00
14.82,341.04,2428.37,45.00,3.00
14.89,333.00,2425.31,45.00,3.00
14.95,325.79,2422.48,45.00,3.00
15.01,319.41,2419.94,45.00,3.00
15.05,313.85,2417.75,45.00,3.00
15.09,309.03,2415.86,45.00,3.00
15.13,304.39,2414.05,45.00,3.00
15.17,299.85,2412.28,45.00,3.00
15.21,295.41,2410.52,45.00,3.00
15.24,291.05,2408.80,45.00,3.00
15.28,286.85,2407.14,45.00,3.00
15.31,283.07,2405.62,45.00,3.00
15.34,279.77,2404.29,45.00,3.00
15.37,276.95,2403.14,45.00,3.00
15.39,274.61,2402.15,45.00,3.00
15.40,272.71,2401.35,45.00,3.00
15.42,271.10,2400.66,45.00,3.00
15.43,269.74,2400.06,45.00,3.00
15.44,268.63,2399.57,45.00,3.00
15.45,267.78,2399.17,45.00,3.00
15.45,267.15,2398.87,45.00,3.00
15.46,266.55,2398.60,45.00,3.00
15.46,265.96,2398.34,45.00,3.00
15.47,265.38,2398.09,45.00,3.00
15.47,264.80,2397.86,45.00,3.00
15.48,264.24,2397.65,45.00,3.00
15.48,263.73,2397.46,45.00,3.00
15.49,263.28,2397.29,45.00,3.00
15.49,262.88,2397.15,45.00,3.00
15.49,262.55,2397.05,45.00,3.00
15.49,262.27,2396.96,45.00,3.00
15.49,262.07,2396.89,45.00,3.00
15.49,261.94,2396.84,45.00,3.00
15.50,261.89,2396.81,45.00,3.00
15.50,261.91,2396.79,45.00,3.00
15.50,261.99,2396.78,45.00,3.00
15.50,261.98,2396.75,45.00,3.00
15.50,261.87,2396.68,45.00,3.00
15.50,261.64,2396.59,45.00,3.00
15.50,261.31,2396.46,45.00,3.00
15.51,260.87,2396.29,45.00,3.00
15.51,260.33,2396.09,45.00,3.00
15.52,259.67,2395.84,45.00,3.00
15.52,258.90,2395.55,45.00,3.00
15.53,258.03,2395.21,45.00,3.00
15.54,257.05,2394.84,45.00,3.00
15.55,255.96,2394.42,45.00,3.00
15.55,254.76,2393.96,45.00,3.00
16.75,117.71,2340.03,45.00,3.00
16.70,124.64,2341.83,45.00,3.00
16.66,131.02,2343.68,45.00,3.00
16.62,136.86,2345.58,45.00,3.00
16.58,142.15,2347.53,45.00,3.00
16.53,146.92,2349.54,45.00,3.00
16.49,151.19,2351.60,45.00,3.00
16.45,155.17,2353.72,45.00,3.00
16.40,160.07,2356.15,45.00,3.00
16.34,166.10,2358.90,45.00,3.00
16.27,173.27,2361.99,45.00,3.00
16.20,181.56,2365.45,45.00,3.00
16.11,190.81,2369.20,45.00,3.00
16.03,200.02,2372.94,45.00,3.00
15.95,209.02,2376.63,45.00,3.00
15.87,217.80,2380.26,45.00,3.00
15.79,226.36,2383.81,45.00,3.00
15.71,234.76,2387.31,45.00,3.00
15.63,243.21,2390.95,45.00,3.00
15.55,251.76,2394.85,45.00,3.00
15.47,260.43,2398.93,45.00,3.00
15.39,269.20,2403.10,45.00,3.00
15.30,278.13,2407.32,45.00,3.00
15.21,287.36,2411.47,45.00,3.00
15.13,296.92,2415.54,45.00,3.00
15.04,306.78,2419.52,45.00,3.00
14.95,316.93,2423.50,45.00,3.00
14.87,327.13,2427.22,45.00,3.00
14.80,335.99,2430.27,45.00,3.00
14.74,343.28,2432.64,45.00,3.00
14.70,348.98,2434.37,45.00,3.00
14.67,353.10,2435.44,45.00,3.00
14.66,355.80,2435.94,45.00,3.00
14.64,357.96,2436.31,45.00,3.00
14.63,359.73,2436.61,45.00,3.00
14.63,361.11,2436.85,45.00,3.00
14.62,362.09,2437.02,45.00,3.00
14.62,362.72,2437.14,45.00,3.00
14.61,363.28,2437.24,45.00,3.00
14.61,363.81,2437.33,45.00,3.00
14.61,364.31,2437.40,45.00,3.00
14.61,364.78,2437.46,45.00,3.00
14.61,364.99,2437.43,45.00,3.00
14.62,363.54,2436.82,45.00,3.00
14.65,360.22,2435.53,45.00,3.00
14.70,355.01,2433.58,45.00,3.00
14.76,347.93,2430.94,45.00,3.00
14.84,339.31,2427.73,45.00,3.00
14.91,331.23,2424.63,45.00,3.00
14.97,324.02,2421.78,45.00,3.00
15.02,317.67,2419.26,45.00,3.00
15.07,312.19,2417.10,45.00,3.00
15.11,307.47,2415.26,45.00,3.00
15.14,302.91,2413.49,45.00,3.00
15.18,298.40,2411.72,45.00,3.00
15.22,293.95,2409.97,45.00,3.00
15.26,289.56,2408.23,45.00,3.00
15.29,285.29,2406.53,45.00,3.00
15.33,281.51,2405.02,45.00,3.00
15.35,278.29,2403.72,45.00,3.00
15.38,275.63,2402.63,45.00,3.00
15.39,273.52,2401.74,45.00,3.00
15.41,271.93,2401.05,45.00,3.00
15.42,270.55,2400.45,45.00,3.00
15.43,269.36,2399.91,45.00,3.00
15.44,268.33,2399.46,45.00,3.00
15.45,267.49,2399.06,45.00,3.00
15.46,266.79,2398.74,45.00,3.00
15.46,266.14,2398.45,45.00,3.00
15.47,265.52,2398.17,45.00,3.00
15.47,264.92,2397.92,45.00,3.00
15.48,264.34,2397.68,45.00,3.00
15.48,263.80,2397.48,45.00,3.00
15.49,263.31,2397.29,45.00,3.00
15.49,262.88,2397.14,45.00,3.00
15.49,262.52,2397.01,45.00,3.00
15.49,262.23,2396.92,45.00,3.00
